id,author,thumbsup,text,# of replies,replies
UgwgBCsF5jVT09uVz6B4AaABAg,ngethe kiongo,0,No. Please .. Just stop... Just...,0,[]
UgxF6kRb7WNbynE907l4AaABAg,Luca Giampietri Music,0,Robert Fripp is watching you! XD,0,[]
UgwO1a0oj1uqXZVYc_N4AaABAg,Fredric Montana,0,WHY? WHY? Just why did you stop? I need 30 more minuttes of this groove.,0,[]
UgxrGbtTB6b7TaBwDGZ4AaABAg,Cube,0,The ending's kinda funny lol,0,[]
Ugzru4X5kdv6iZALQSV4AaABAg,Eliseu Rodolfo Sousa,1,"this 's not jazz, this is beyond science template.",0,[]
Ugxgqml7lKLAh68fUah4AaABAg,Lef Germenlis,1,Here's my transcription of it! https://www.youtube.com/watch?v=Dswp2J5a9Qs,0,[]
UgyaKqrLeiRL6C4UmFV4AaABAg,Lloyd Moore,3,"At the end, it look like Shaun got filled with the holy ghost!     Music was just too good!     😊",0,[]
Ugzx3c1CbdtX7gquRQt4AaABAg,Beat Pioneer,0,"5:44 is homage paid to Fred Hammond!   ""BLESSED IN THE CITY""",0,[]
UgywzdJm207CqZLJoVV4AaABAg,Beat Pioneer,0,"You can almost watch their music!! Bands are from Venus...Snarky Puppy is from MAR?, NO WAIT...a planet we've yet to discover.  UNREAL CREATIVITY!",0,[]
UgyH6FBTati4jqRuuOp4AaABAg,JFKShotFirst Clips,1,I was so hoping for a praise break at the end there but i checked the time and it was only 40 seconds left 🥲,0,[]
UgzZdLREmPUQypgG4Tp4AaABAg,Roman Mad,1,"Still got the impression that with only the half of the musicians from this video playing I wouldn't hear a difference in the result. In other words, maybe the final mix decides which instruments are audible and when, not everything at once is playing the whole time.",0,[]
UgyKE2Kjg-rXAFbGNW54AaABAg,Ronnie Mendoza,0,I'm in tears from the very beginning... Jesus!,0,[]
Ugw423bMX93oOTTR7iZ4AaABAg,Karl X,0,The International Atomic Clock sets it's time to Snarky Puppy.  Please come out to Sacramento. I'll by each of you (and there are a LOT of you) a drink! Maybe do a tiny desk with the station I work at - CapRadio??,0,[]
UgwTF9MXyEDwfhL20Fp4AaABAg,Cesar Fabian Arteaga,0,This is incredible... FANTASTIC!!!!!!!,0,[]
Ugz0wVVoaysqYIL1gk54AaABAg,Marcos Zambrano,0,"I'll begin with... I love the band, I started listen to them after their show in Glastonbury a few months ago, it was amazing, but also simpler, and this will be my my point, simplicity.

I'm just a nobody, but I like to share my point of view after comparing this with Glastonbury.

This sounds great, but it's too much, it's hard to process, in my case it's a lot more than my ears can catch, lots of instruments and musicians I can see but their sounds gets lost.

2 drummers, 3 percussionist, 4 guys on keyboards, cyntizaisers, samplers, 3 guitars; it's just overkill; no doubt they are a bunch of genios though.

I'll stay with the smaller version of the band, anytime.",0,[]
UgwXDtIRX8kzGEC4BqV4AaABAg,Popy,0,Whaou OMG. I never hear a sound performance liké that. I play and play and Replay. At each time i discover a new sound. Respect. God bless you.💜💜,0,[]
UgyGkzH1l_Fzy_x9VV54AaABAg,Katherine Hall,4,"The more I watch this video, the more I love it.  It might be my favorite video of all time.  Thank you, Mark Lettieri, for composing this tune, and thank you, Snarky Puppy, for an amazing performance.",0,[]
UgypJMAFwjemuKeRAnJ4AaABAg,jdeang817,0,LARNELL!!! The baddest man in the land,0,[]
Ugx72QmNCycMd8O2vo54AaABAg,J A,6,This is legitimately the best live music I've ever heard. I can't thank Snarky Puppy enough for creating it. Incredible.,0,[]
UgyYfkKXq6Hchyr-NGZ4AaABAg,Marco Cerruti,1,sax solo makes so... pink floydish,0,[]
UgzmEy-7cogveKZqbSx4AaABAg,TheBragg Gaming,0,"I waited for all my family members to leave the house then I turned all the surround speakers to there max, stood in the middle of the room and danced my heart out.
The first time I had to max them volume out on the speakers this year.",0,[]
Ugytqyf378EQmwxR8JV4AaABAg,Mol Gao,0,🥹,0,[]
Ugw7hQWJG6IuWqIulRB4AaABAg,Shuhin Kachi,0,I definitely wanna visit the studio some day.,0,[]
Ugz8uechlzIyqVR35O14AaABAg,Travel the best,0,Why can’t I like this! I’ve tried and tried. I find it quite boring given the talent on offer. More is not better in this case,1,['I do like the brass parts']
Ugx0IKPFFvQm2J_MAWZ4AaABAg,Oscar F A,1,Dark Lettieri,0,[]
UgwijPs8WsPqz0k138J4AaABAg,Bongo Baggins,0,Who is the 'Jameson' Michael talks to at the break?,4,"[""@Bongo Baggins I think Michael means Jamison can't wait for the next part of the extended version. He's already up on his feet at the end of the first part of the song!"", ""@Gakunju Kaigwa Yeah I've found out, thanks. I wonder what Michael meant? Jamison looks bored like it's too easy for him 😁"", ""He's the drummer with the dreads tied up top. Has his own music too...beautiful voice!"", 'Jamison Ross.']"
UgymoG88vEJew50LFuZ4AaABAg,Crymes Lv.18,1,I love how everyone is dancing,0,[]
UgyJeAX0cazfF4E83jV4AaABAg,Banele Msumba,0,This is really dope!!!,0,[]
UgxOJK7-4geFZNt2FAB4AaABAg,Igor Sheinrock,0,this guys are better and better from day to day...,0,[]
Ugx_YXz4lJspOqdOrNZ4AaABAg,Kri2a,0,eh..,0,[]
UgyGJE0jayQkhJFy-4F4AaABAg,Kiere Luurs,1,"Superfluous number of guitarists, drummers, keyboard players, ..., competing each other.
Bad idea.",1,"[""What makes you think they're competing?""]"
Ugzb8_65VjvBYJddYEt4AaABAg,Tefo Tlale,0,🔥🔥🔐 now this is daily bread!…,0,[]
UgwrOnH07bUsSmkuwaN4AaABAg,Martin Caz,1,"Damn, what an experience.",0,[]
UgzXdf8iyckgFXD55cV4AaABAg,SpockIOM,0,"Sublime performance and musicianship! And several thousand hours of Sonic the Hedgehog between them, clearly! 👍😁✌️",0,[]
UgyD_6woxl3mHPirhul4AaABAg,Shaheed Shabazz,1,Is this a video of them recording the album?,1,['Yes.']
UgxjgDV17fKgHlqX-Nx4AaABAg,Эламан Керимбаев,0,Кайф 😎,0,[]
UgyVpSjw7Z2CIufVWZx4AaABAg,Byrdman,0,🔥🔥🔥🔥🔥🔥,0,[]
UgxZR1iFfK05I3Focg54AaABAg,Wesley Morgan,1,"So amazing. In my personal opinion, this is what worship music should sound like. Shaun Martin was about to go there! Thank you Snarky Puppy!",0,[]
Ugw6umU9rotLBIuPpCZ4AaABAg,Edy Antony,0,"Nice trip.
Cheers",0,[]
